12D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,Age -group,Func_EF_flex_one,Function,ES_group,Study,Year ,Task,speed/acc (+ all speed tasks even if no matched with accuracy),speed/acc matched, x̅ ,SD,N  obs,Current Phe Mean,SD, x̅ ,SD,N  obs,,Order,Age -group,Func_EF_flex_one,Function,ES_group,Study,Year ,Task,speed/acc (+ all speed tasks even if no matched with accuracy),speed/acc matched, x̅ ,SD,N  obs,Current Phe Mean,SD, x̅ ,SD,N  obs
446,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Palermo et al 2017/2018,2017,Detection w/distractors-accuracy,accuracy,accuracy,0.8000,1.100,37,720,,0.60000,0.600,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
447,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Romani et al 2020,2020,Detection w/distractors-accuracy,accuracy,accuracy,0.8000,0.600,19,1042,,0.50000,1.100,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
448,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Palermo et al 2017/2018,2017,Feature search-accuracy,accuracy,accuracy,1.6000,2.600,37,720,,2.00000,2.300,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
449,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Romani et al 2020,2020,Feature search-accuracy,accuracy,accuracy,1.6000,4.700,19,1042,,0.60000,1.200,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
450,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Jahja et al 2016/2017,2017,Memory search-high load-N err,accuracy,accuracy,10.3000,6.600,57,655,,9.20000,8.000,57,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
451,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Jahja et al 2016/2017,2017,Memory search-low load-N err,accuracy,accuracy,1.7000,2.400,57,655,,1.70000,2.200,57,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
452,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Anderson et al 2002/2007,2008,Sky Search,,,17.6000,2.872,33,NA,NA,18.79000,2.332,34,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,#VALUE!,.,.,.
453,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Antshel & Waisbren 2003,2003,Symbol Search,,,0.1000,0.100,46,490,375,0.00000,0.100,18,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
454,Children,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Griffiths 1995,1995,Letter cancellation,,,3.3300,3.520,10,348,,3.51000,1.460,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
455,Mixed-age,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Griffiths 1995,1995,Letter cancellation,,,7.3600,3.950,10,1014,216,9.76000,5.060,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
456,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Griffiths 1995,1995,Simple RT,speed,,3.3100,0.890,10,348,,2.95000,0.520,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
457,Mixed-age,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Griffiths 1995,1995,Simple RT,speed,,2.3700,0.770,10,1014,216,2.20000,0.470,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
458,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Burgard et al 1997-German,1997,Finger motor speed,speed,,248.0000,42.000,8,870,,186.00000,80.800,8,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
459,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Dawson et al 2011-on diet,2011,Reciprocal saccade,speed,,6.0000,0.920,21,640,,5.94000,0.180,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
460,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Dawson et al 2011-off diet,2011,Reciprocal saccade,speed,,5.5600,0.770,56,1461,,5.92000,0.110,56,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
461,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Palermo et al 2017/2018,2017,Simple detection-RT,speed,speed,332.0000,52.900,37,720,,316.00000,56.900,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
462,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Romani et al 2020,2020,Simple detection-RT,speed,,325.0000,46.000,19,1042,,315.00000,44.600,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
463,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Muri et al 2022,2022,Alertness (TAP subtests),speed,,45.5000,9.800,30,741,IQR=358,47.00000,12.000,54,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.
464,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Muri et al 2022,2022,Alertness (TAP subtests),,,3.2000,37.400,30,741,IQR=358,-0.80000,32.700,54,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.
465,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Christ et al 2006,2006,Simple detection-accuracy;,accuracy,accuracy,2.0000,2.000,26,424,339,1.40000,1.800,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
466,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Janos et al 2012,2012,Simple detection-RT,speed,,435.0000,103.000,42,546,331,383.00000,80.000,81,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
467,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Christ et al 2006,2006,Simple detection-RT,speed,speed,335.0000,60.000,26,424,339,352.00000,84.000,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
468,Children,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,Janos et al 2012,2012,Simple detectopm RT SD,,,138.0000,81.000,42,546,331,94.00000,48.000,81,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
469,Children,Visuo motor control,Visuo motor control,ES_large,Weglage et al 1995,1995, Follow line ,,,0.1000,1.100,20,583,377,0.10000,0.900,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
470,Children,Visuo motor control,Visuo motor control,ES_large,Weglage et al 1995,1995,Aiming ,,,-0.1000,0.800,20,583,377,0.10000,1.200,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
471,Children,Visuo motor control,Visuo motor control,ES_large,Weglage et al 1995,1995,Steadiness ,,,0.1000,1.100,20,583,377,0.10000,0.900,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
472,Children,Visuo motor control,Visuo motor control,ES_large,Weglage et al 1995,1995,Rotor task,,,-0.1000,1.000,20,583,377,0.10000,1.000,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
473,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,Fast Video Tracking-Level dist,,,37.9000,15.200,57,1085,,26.50000,8.600,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
474,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,Fast Video Tracking-Stability dist,,,16.6000,11.800,57,1085,,8.50000,6.400,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
475,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,Slow Video Tracking-Level dist,,,17.2000,6.700,57,1085,,13.10000,3.500,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
476,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,Slow Video Tracking-Stability dist,,,6.5000,3.000,57,1085,,4.90000,3.600,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
477,Adults,Visuo motor control,Visuo motor control,ES_large,Palermo et al 2017/2018,2017,Grooved pegboard-Time ,,,65.1000,11.700,37,720,,59.20000,5.100,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
478,Adults,Visuo motor control,Visuo motor control,ES_large,Romani et al 2020,2020,Grooved pegboard-Time ,,,76.7000,11.000,19,1042,,70.60000,9.000,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
479,Children,Visuo motor control,Visuo motor control,ES_large,Griffiths 1995,1995,Peg transfer-Purdue Pegboard,speed,,88.5000,19.560,10,348,,72.70000,12.800,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
480,Mixed-age,Visuo motor control,Visuo motor control,ES_large,Griffiths 1995,1995,Peg transfer-Purdue Pegboard,speed,,51.5000,5.420,10,1014,216,46.90000,4.750,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
481,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,Long pins/ short pins pegboard-Time,,,452.0000,72.240,57,1085,,430.00000,77.480,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
482,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,MLS line following-Duration ,,,14.4000,11.800,57,1085,,10.70000,8.600,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
483,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,MLS line following-N err,,,19.6000,10.900,57,1085,,15.10000,9.400,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
484,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,MLS rotor circle-Duration ,,,101.0000,52.000,57,1085,,89.00000,58.000,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
485,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,MLS rotor circle-N err,,,35.0000,12.000,57,1085,,33.00000,12.000,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
486,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,MLS steadiness-Duration,,,3.0000,4.900,57,1085,,1.70000,3.500,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
487,Adults,Visuo motor control,Visuo motor control,ES_large,Pietz et al 1998,1998,MLS steadiness-N err,,,4.7000,6.000,57,1085,,3.10000,4.700,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
488,Children,Visuo motor control,Visuo motor control,ES_large,Jahja et al 2014,2014,Motor control accuracy,,,6.7000,4.400,21,590,248,4.50000,1.300,73,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
489,Children,Visuo motor control,Visuo motor control,ES_large,Jahja et al 2014,2014,Motor control stability,,,5.3000,4.300,21,590,248,3.10000,0.900,73,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
490,Mixed-age,Visuo motor control,Visuo motor control,ES_large,Luciana et al 2001,2001,Motor screening task,accuracy,accuracy,15.9000,8.500,18,NA,NA,14.10000,3.900,16,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,#VALUE!,.,.,.
491,Mixed-age,Visuo motor control,Visuo motor control,ES_large,Luciana et al 2001,2001,Motor screening task,speed,speed,812.3000,184.100,18,NA,NA,796.10000,222.100,16,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,#VALUE!,.,.,.
492,Adults,Visuo motor control,Visuo motor control,ES_large,Bartus et al 2018,2018,Motor screening test-Err score,,,10.1000,2.140,46,595,,8.54000,1.910,31,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
493,Adults,Visuo motor control,Visuo motor control,ES_large,Christ et al 2023,2023,Pegboard-Dominant Hand,,,50.0000,9.200,40,589,444,51.00000,9.600,32,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
494,Adults,Visuo motor control,Visuo motor control,ES_large,Christ et al 2023,2023,Pegboard-Non-Dominant Hand,,,47.0000,10.800,40,589,444,54.00000,10.300,32,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
495,Children,Visuo motor control,Visuo motor control,ES_large,Gassio et al 2005,2005,Purdue assembly,,,42.0000,9.000,26,489,181,49.00000,8.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
496,Children,Visuo motor control,Visuo motor control,ES_large,Gassio et al 2005,2005,Tapping Dominant hand,,,48.0000,11.000,26,489,181,51.00000,10.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
497,Children,Visuo motor control,Visuo motor control,ES_large,Gassio et al 2005,2005,Tapping Nondominant hand,,,50.0000,11.000,26,489,181,52.00000,10.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
498,Adults,Visuo motor control,Visuo motor control,ES_large,Weglage et al 2013,2013,TMT-A,,,93.2000,63.600,57,810,,77.00000,19.700,46,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
499,Adults,Visuo motor control,Visuo motor control,ES_large,Pilotto et al 2021,2021,TMT-A,,,29.0000,13.620,19,890,,20.00000,5.500,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
500,Children,Visuo motor control,Visuo motor control,ES_large,Bisiacchi et al 2018,2018,TMT-A,,,43.4000,14.300,11,743,84,49.90000,14.400,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
501,Mixed-age,Visuo motor control,Visuo motor control,ES_large,Van Zutphen et al 2007,2007,TMT-A,,,7.6000,4.000,15,660,337,10.00000,3.000,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
502,Mixed-age,Visuo motor control,Visuo motor control,ES_large,Van Zutphen et al 2007,2007,TMT-A,,,8.6000,3.760,15,660,337,10.00000,3.000,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
503,Children,Visuo motor control,Visuo motor control,ES_large,Gassio et al 2005,2005,TMT-A,,,42.0000,13.000,26,489,181,57.00000,10.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
504,Adults,IQ,IQ,,Smith et al 1996-Low Phe,1996,WAIS-Full scale,,,96.0000,7.250,11,566,,101.00000,9.250,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
505,Adults,IQ,IQ,,Jahja et al 2016/2017,2017,WISC-III and WAIS III Vocabulary/Block Design,,,100.0000,12.000,57,655,,108.00000,11.000,57,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
506,Adults,IQ,IQ,,Abgottspon et al 2022,2022,WAIS-IV short form ,,,97.0000,11.900,20,702,,105.10000,13.700,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
507,Adults,IQ,IQ,,De Felice et al 2018,2018,WAIS-Full scale,,,103.0000,13.900,38,751,,113.90000,9.700,39,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
508,Adults,IQ,IQ,,Channon et al 2005,2005,WAIS-Full scale,,,107.0400,12.010,25,759,,107.28000,10.350,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
509,Adults,IQ,IQ,,Weglage et al 2013,2013,WAIS-Full scale,,,89.8000,20.720,57,810,,103.30000,16.500,46,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
510,Adults,IQ,IQ,,Channon et al 2004,2004,WASI-Performance Index,,,112.3000,9.680,20,859,,114.65000,10.430,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
511,Adults,IQ,IQ,,Channon et al 2004,2004,WASI-Verbal Index,,,108.5500,9.470,20,859,,107.20000,10.840,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
512,Adults,IQ,IQ,,Burgard et al 1997-German,1997,WISC-R & WAIS-R,,,104.5000,10.460,8,870,,104.50000,11.310,15,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
513,Adults,IQ,IQ,,Romani et al 2020,2020,WAIS-Full scale,,,98.9000,15.000,19,1042,,110.10000,12.000,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
514,Adults,IQ,IQ,,Pietz et al 1998,1998,WAIS-Full scale,,,97.6000,15.700,57,1085,,105.50000,16.100,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
515,Adults,IQ,IQ,,Ullrich et al 1996,1996,WAIS-Full scale,,,82.0000,14.000,8,1253,,92.20000,8.500,8,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
516,Adults,IQ,IQ,,Channon et al 2007,2007,WAIS-Full scale,,,101.4800,14.600,25,1286,,106.98000,8.900,45,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
517,Adults,IQ,IQ,,Ris et al 1994,1994,WAIS-Full scale,,,90.0000,11.000,25,1332,,100.00000,9.000,15,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
518,Adults,IQ,IQ,,Smith et al 1996-High Phe,1996,WAIS-Full scale,,,95.0000,7.250,11,1545,,101.00000,9.250,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
519,Adults,IQ,IQ,,Nardecchia et al 2015,2015,WAIS-Full scale,,,97.6400,10.750,14,-,,114.07000,8.910,14,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
520,Adults,IQ,IQ,,Moyle et al 2007,2007,WAIS III-Perceptual Organisation Index ,,,101.0000,19.700,12,-,,115.00000,14.200,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
521,Adults,IQ,IQ,,Moyle et al 2007,2007,WAIS III-Processing Speed Index ,,,92.0000,12.500,12,-,,106.00000,12.500,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
522,Adults,IQ,IQ,,Moyle et al 2007,2007,WAIS III-Working Memory Index ,,,103.0000,19.700,12,-,,101.00000,12.500,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
523,Adults,IQ,IQ,,St James et al 1993,1993,WASI,,,85.7000,16.000,70,not reported,,95.20000,14.000,68,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
524,Mixed-age,IQ,IQ,,Aldridge et al 2020,2020,WASI,,,106.3000,11.800,20,593,356,113.90000,13.400,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
525,Mixed-age,IQ,IQ,,Bodner et al 2012,2012,WASI,,,99.3000,11.300,13,780 ,,110.10000,9.400,13,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
526,Mixed-age,IQ,IQ,,Antenor-Dorsey 2013,2013,WASI,,,99.0000,13.000,32,734,410,109.00000,11.000,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
527,Mixed-age,IQ,IQ,,Brunner and Berry 1987,1987,WISC/WAIS,NoSD,,97.0000,-,21,1529,,110.60000,-,7,,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.,#VALUE!,.
528,Children,IQ,IQ,,Weglage et al 1995,1995,Culture fair intelligence test,,,101.4000,10.000,20,583,377,104.70000,9.500,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
529,Children,IQ,IQ,,Wiersema et al 2005,2005,WISC-III,,,99.0000,8.100,9,297,165,103.00000,7.900,9,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
530,Children,IQ,IQ,,Anderson et al 2002/2007,2002,WISC-III,,,93.3400,10.230,36,490,375,102.92000,11.770,69,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
531,Children,IQ,IQ,,Antshel & Waisbren 2003,2003,WISC-III,,,104.2000,10.700,46,490,375,102.20000,13.400,18,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
532,Children,IQ,IQ,,Banerjee et al 2011,2011,WASI,,,105.8000,9.600,36,509,285,108.50000,10.000,41,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
533,Children,IQ,IQ,,Janos et al 2012,2012,WASI ,,,106.0000,10.900,42,546,331,114.60000,13.900,81,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
534,Children,IQ,IQ,,Leuzzi et al 2004,2004,WISC-R,,,102.1400,10.210,14,491,149,108.80000,12.700,14,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
535,Children,IQ,IQ,,Smith et al 2000,2000,Full scale IQ ,,,101.0000,10.400,19,777,200,101.00000,12.000,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
536,Children,IQ,IQ,,Stemerdink et al 1999,1999,WISC-R,,,98.0000,13.000,36,455,250,105.00000,11.000,36,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
537,Children,IQ,IQ,,White et al 2001,2001,Vocabulary ,,,106.0000,19.000,23,496,230,113.00000,19.000,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
538,Children,IQ,IQ,,White et al 2001,2001,Matrix Reasoning,,,107.0000,15.000,23,496,230,114.00000,16.000,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
539,Children,IQ,IQ,,Christ et al 2006,2006,WASI,,,102.2000,9.900,26,424,339,107.70000,10.600,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
540,Children,IQ,IQ,,Gassio et al 2005,2005,WISC-R/Kauffman Assessment Battery,,,102.0000,9.000,26,489,181,112.00000,8.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
541,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
542,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020,2020,3 Face Test-Accuracy-N correct,accuracy,accuracy,23.1000,2.900,20,670,,22.60000,4.800,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
543,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020,2020,3 Face Test-Time ,speed,speed,5.5000,2.000,20,670,,4.50000,1.900,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
544,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020,2020,Affect Selection-N correct,accuracy,accuracy,18.5000,2.000,20,670,,18.20000,2.000,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
545,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020,2020,Affect Selection-Time ,speed,speed,5.6000,1.200,20,670,,4.70000,1.300,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
546,Adults,Social Cognition,Social Cognition,,Jahja et al 2016/2017,2016,ANT Facial Recognition-% err,,,7.1000,3.500,56,657,,5.60000,3.400,53,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
547,Adults,Social Cognition,Social Cognition,,Jahja et al 2016/2017,2016,ANT Facial Recognition-RT,,,1197.0000,272.000,56,657,,1133.00000,221.000,53,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
548,Adults,Social Cognition,Social Cognition,,Jahja et al 2016/2017,2016,ANT identification of facial emotions-% err,accuracy,accuracy,5.7000,3.100,56,657,,4.60000,2.500,53,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
549,Adults,Social Cognition,Social Cognition,,Jahja et al 2016/2017,2016,ANT identification of facial emotions-RT,speed,speed,874.0000,182.000,56,657,,796.00000,157.000,53,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
550,Adults,Social Cognition,Social Cognition,,Smith et al 1996-High Phe,1996,Face closure,,,24.5000,4.140,11,1545,,27.95000,4.470,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
551,Adults,Social Cognition,Social Cognition,,Smith et al 1996-Low Phe,1996,Face closure,,,24.8000,4.470,11,566,,27.95000,4.470,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
552,Adults,Social Cognition,Social Cognition,,Smith et al 1996-High Phe,1996,Face memory,,,9.6000,2.070,11,1545,,11.86000,2.750,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
553,Adults,Social Cognition,Social Cognition,,Smith et al 1996-Low Phe,1996,Face memory,,,10.4000,3.590,11,566,,11.86000,2.750,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
554,Adults,Social Cognition,Social Cognition,,Jahja et al 2016/2017,2016,Faux-pas Recogntion Test-Score,,,49.2000,5.100,56,657,,51.30000,4.600,53,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
555,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020,2020,Identity Test-Time ,speed,speed,2.8000,1.100,20,670,,2.20000,0.700,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
556,Adults,Social Cognition,Social Cognition,,Palermo et al 2017/2020,2020,Identity Test Accuracy-N correct,accuracy,accuracy,21.5000,0.700,20,670,,21.40000,1.000,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
557,Adults,Social Cognition,Social Cognition,,Jahja et al 2016/2017,2016,Reading the mind in the eyes-Score,,,24.4000,3.900,56,657,,26.10000,3.600,53,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
558,,excluded,excluded,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
559,Children,IQ,IQ,,Soleymani 2015,2015,WPPSI,,,83.3700,8.530,8,NA,NA,99.55000,6.350,42,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,#VALUE!,.,.,.
560,Children,IQ,IQ,,Feldmann 2019,2019,WISC & WAIS,,,95.2000,12.300,28,528,312,92.70000,13.900,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
561,Children,IQ,IQ,,Weglage 2000,2000,CFT-20,,,100.0000,14.000,42,894,360,104.00000,12.000,42,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
562,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
563,Children,EF-Flexibility,EF-Flexibility,,Duarte et al 2023,2023,Semantic fluency,,,14.4000,3.140,27,,,14.70000,3.140,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
564,Children,EF-Flexibility,EF-Flexibility,,Duarte et al 2023,2023,Semantic fluency,,,14.4000,3.140,27,,,14.70000,3.140,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
565,Children,EF-Flexibility,EF-Flexibility,,Duarte et al 2023,2023,Phonemic fluency,,,21.7000,10.700,27,,,24.20000,8.460,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
