12D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,Age -group,Func_EF_flex_one,Function,ES_group,Study,Year ,Task,speed/acc (+ all speed tasks even if no matched with accuracy),speed/acc matched, x̅ ,SD,N  obs,Current Phe Mean,SD, x̅ ,SD,N  obs,,Order,Age -group,Func_EF_flex_one,Function,ES_group,Study,Year ,Task,speed/acc (+ all speed tasks even if no matched with accuracy),speed/acc matched, x̅ ,SD,N  obs,Current Phe Mean,SD, x̅ ,SD,N  obs
218,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Christ et al 2006,2006,Stroop-INTERFERENCE,speed,,875.0000,186.000,26,424,339,870.00000,252.000,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
219,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Gassio et al 2005,2005,Stroop-INTERFERENCE,speed,,42.0000,10.000,26,489,181,50.00000,7.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
220,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Jahja et al 2014,2014,Shifting attentional set-visual,,,14.6000,11.400,21,590,248,7.20000,7.100,73,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
221,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Jahja et al 2014,2014,Flanker task-INTERFERENCE,,,7.1000,7.700,21,590,248,4.20000,3.700,73,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
222,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Leuzzi et al 2004,2008,Luria Motor Learning Test ,,,37.8500,1.950,14,491,149,37.46000,1.450,14,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
223,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Trimarco et al 2020,2020,Inhibition subtest combined,,,7.0000,2.000,15,289,83,10.00000,2.000,14,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
224,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Weglage et al 1996/1999,1996,Stroop-INTERFERENCE,accuracy,accuracy,15.4000,14.200,20,582,372,7.50000,9.100,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
225,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Weglage et al 1996/1999,1999,Stroop-INTERFERENCE,accuracy,accuracy,11.6000,11.700,20,744,456,4.50000,3.400,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
226,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,Weglage et al 1996/1999,1999,Stroop-INTERFERENCE,speed,speed,110.6000,24.200,20,744,456,103.50000,22.200,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
227,Children,EF-Inhibitory control,EF-Inhibitory control,ES_large,White et al 2001,2001,Stroop-INTERFERENCE,,,37.6900,16.330,23,496,230,48.72000,15.620,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
228,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,ES_large,Van Zutphen et al 2007,2007,Flanker task-INTERFERENCE,accuracy,accuracy,8.7300,3.350,15,660,337,10.00000,3.000,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
229,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,ES_large,Van Zutphen et al 2007,2007,Flanker task-INTERFERENCE,accuracy,accuracy,9.5400,2.070,15,660,337,10.00000,3.000,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
230,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,ES_large,Van Zutphen et al 2007,2007,Stroop-INTERFERENCE,speed,speed,9.4000,4.300,15,660,337,10.00000,3.000,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
231,Mixed-age,EF-Inhibitory control,EF-Inhibitory control,ES_large,Van Zutphen et al 2007,2007,Stroop-INTERFERENCE,speed,speed,8.2600,4.200,15,660,337,10.00000,3.000,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
232,,,,,,,,,,,,,,,,,,,.,1,1,1,.,1,1,1,1,1,.,.,1,1,1,.,.,1
233,,,,,,,,,,,,,,,,,,,.,1,1,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1
234,,,,,,,,,,,,,,,,,,,.,1,1,1,.,1,1,1,1,1,1,1,1,1,1,1,1,1
235,,,,,,,,,,,,,,,,,,,.,1,1,1,.,1,1,1,1,1,1,.,1,1,1,.,.,1
236,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Jahja et al 2014,2014,Shifting attentional set-visual,,,4.4000,5.400,21,590,248,2.10000,2.900,73,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
237,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Channon et al 2005,2005,Flanker task-baseline-speed,speed,speed,0.4500,0.060,25,759,,0.41000,0.040,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
238,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Channon et al 2007 off diet,2007,Flanker task-baseline-speed,speed,speed,0.4900,0.070,25,1287,,0.43000,0.060,45,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
239,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Christ et al 2006,2006,Flanker task-baseline-speed,speed,speed,766.0000,212.000,26,424,339,707.00000,211.000,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
240,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Channon et al 2005,2005,Flanker task-baseline-accuracy,accuracy,accuracy,99.3500,1.030,25,759,,99.00000,1.910,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
241,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Channon et al 2007 off diet,2007,Flanker task-baseline-accuracy,accuracy,accuracy,98.0000,1.570,25,1286,,99.28000,1.590,45,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
242,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Jahja et al 2014,2014,Flanker task-baseline-accuracy,,,7.0000,7.900,21,590,248,3.90000,3.700,73,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
243,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Christ et al 2006,2006,Flanker task-baseline-accuracy,accuracy,accuracy,5.8000,5.700,26,424,339,6.10000,6.500,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
244,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Palermo et al 2017/2018,2017,Stroop-baseline-accuracy,accuracy,accuracy,0.0000,0.18,37,720,,0.03000,0.180,30,,.,.,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.
245,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Palermo et al 2017/2018,2017,Stroop-baseline-speed,speed,speed,710.9000,135.130,37,720,,599.17000,91.820,30,,.,.,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.
246,,,,,,,,,,,,,,,,,,,.,1,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1
247,,,,,,,,,,,,,,,,,,,.,1,1,1,.,1,1,1,1,1,1,1,1,1,.,1,1,1
248,Children,Language speed,EF-Inhibitory control-baseline,,Antshel & Waisbren 2003,2003,Stroop-baseline-speed,speed,,44.0000,9.900,46,490,375,52.30000,9.500,18,,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
249,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Weglage et al 1996/1999,1996,Stroop-baseline-speed,speed,,83.5000,16.700,20,582,372,62.10000,12.100,20,,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
250,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Weglage et al 1996/1999,1999,Stroop-baseline-speed,speed,,67.4000,11.200,20,744,456,56.60000,8.200,20,,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
251,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Christ et al 2006,2006,Stroop-baseline-speed,speed,speed,811.0000,173.000,26,424,339,817.00000,207.000,25,,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
252,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Christ et al 2006,2006,Stroop-baseline-accuracy,accuracy,accuracy,1.1000,2.000,26,424,339,1.00000,1.600,25,,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
253,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Gassio et al 2005,2005,Stroop-baseline-speed,speed,,45.0000,8.000,26,489,181,50.00000,6.000,21,,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
254,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Gassio et al 2005,2005,Stroop-baseline-speed,speed,,40.0000,9.000,26,489,181,45.00000,6.000,21,,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
255,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,White et al 2001,2001,Stroop-baseline-speed,speed,,64.7100,19.810,23,496,230,80.95000,22.620,23,,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
256,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Janos et al 2012,2012,Stimulus–response compatibility mean RT,,,565.0000,162.000,42,546,331,479.00000,175.000,81,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
257,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Janos et al 2012,2012,Stimulus–response compatibility SD RT,,,199.0000,130.000,42,546,331,155.00000,127.000,81,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
258,Children,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,,Janos et al 2012,2012,Go-No-Go-baseline speed,,,642.0000,138.000,42,546,331,587.00000,134.000,81,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
259,Adults,Divided attention,Divided attention,,Muri et al 2022,2023,Divided attention (TAP subtests),,,48.0000,13.000,30,741,IQR=358,53.00000,13.000,54,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.
260,Adults,Divided attention,Divided attention,,Muri et al 2022,2023,Divided attention (TAP subtests),,,-0.0500,1.900,30,741,IQR=358,-0.60000,2.100,54,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.
261,Children,Divided attention,Divided attention,,Anderson et al 2002/2007,2008,Sky Search-Dual Task,,,125.1200,38.489,33,,,91.62000,38.484,34,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
262,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Palermo et al 2017/2018,2017,Paired associates verbal learning ,,,20.4000,23.700,37,720,,29.30000,24.500,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
263,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Palermo et al 2017/2018,2017,Paired associates verbal learning ,,,43.5000,22.900,37,720,,47.00000,14.900,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
264,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Romani et al 2020,2020,Paired associates verbal learning ,,,10.2000,11.000,19,1042,,4.90000,7.000,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
265,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Romani et al 2020,2020,Paired associates verbal learning ,,,20.8000,8.800,19,1042,,19.70000,6.100,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
266,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Pilotto et al 2021,2021,Story recall,,,13.0000,5.610,19,890,,20.00000,3.140,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
267,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Smith et al 1996-High Phe,1996,Story recall-delayed,,,8.8500,4.010,11,1545,,12.66000,3.690,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
268,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Smith et al 1996-Low Phe,1996,Story recall-delayed,,,10.7500,4.060,11,566,,12.66000,3.690,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
269,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Smith et al 1996-High Phe,1996,Story recall-immediate,,,10.3000,4.900,11,1545,,14.02000,3.590,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
270,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Smith et al 1996-Low Phe,1996,Story recall-immediate,,,12.3500,3.520,11,566,,14.02000,3.590,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
271,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Moyle et al 2007,2007,WMS-III-Auditory delayed recall,,,108.0000,14.200,12,-,,109.00000,2.700,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
272,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Moyle et al 2007,2007,WMS-III-Delayed recognition,,,99.0000,11.800,12,-,,100.00000,11.400,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
273,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Aitkenhead et al 2021,2021,Word-list learning,,,-0.0200,1.220,152,908,,0.00000,1.000,76,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
274,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Channon et al 2004,2004,Word-list learning,,,75.7600,19.500,20,859,,80.67000,19.210,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
275,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Channon et al 2004,2004,Word-list learning,,,69.0000,14.630,20,859,,66.50000,13.400,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
276,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Palermo et al 2017/2018,2017,Word-list learning,,,16.3000,15.900,37,720,,15.10000,15.100,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
277,Adults,Verbal memory and learning,Verbal memory and learning,ES_medium,Palermo et al 2017/2018,2017,Word-list learning,,,24.1000,11.200,37,720,,20.50000,8.400,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
278,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Anderson et al 2002/2007,2008,Word-list learning,,,41.4900,8.617,33,,,48.00000,8.746,34,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
279,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Anderson et al 2002/2007,2008,Word-list learning,,,28.2600,8.617,33,,,34.07000,8.746,34,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
280,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Griffiths 1995,1995,Word-list learning,,,42.4000,10.090,10,348,,43.00000,7.650,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
281,Mixed-age,Verbal memory and learning,Verbal memory and learning,ES_medium,Griffiths 1995,1995,Word-list learning,,,46.7000,8.080,10,1014,216,55.10000,7.400,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
282,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Antshel & Waisbren 2003,2003,Word-list learning,,,40.3000,9.200,46,490,375,49.60000,11.100,18,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
283,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Bisiacchi et al 2018,2018,Word-list learning,,,-0.7700,0.800,11,743,84,0.58000,0.670,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
284,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Bisiacchi et al 2018,2018,Word-list learning,,,-0.8800,1.000,11,743,84,0.03000,0.770,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
285,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Smith et al 2000,1999,Word-list learning,,,16.6900,3.980,19,777,200,20.68000,3.650,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
286,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Smith et al 2000,2000,Word-list learning,,,4.9000,2.510,19,777,200,6.05000,2.480,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
287,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
288,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Antshel & Waisbren 2003,2003,Word-list learning,,,39.9000,7.400,46,490,375,51.40000,10.400,18,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
289,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Gassio et al 2005,2005,Word-list learning,,,57.0000,9.000,26,489,181,60.00000,11.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
290,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,Gassio et al 2005,2005,Word-list learning,,,61.0000,10.000,26,489,181,62.00000,8.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
291,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,White et al 2001,2001,Word-list learning,,,6.5200,2.000,23,496,230,6.87000,1.460,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
292,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,White et al 2001,2001,Word-list learning,,,0.2800,0.150,23,496,230,0.27000,0.190,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
293,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,White et al 2001,2001,Word-list learning,,,5.9100,1.980,23,496,230,6.04000,2.400,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
294,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,White et al 2001,2001,Word-list learning,,,10.3000,3.560,23,496,230,11.35000,3.170,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
295,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,White et al 2001,2001,Word-list learning,,,0.3100,0.200,23,496,230,0.41000,0.210,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
296,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,White et al 2001,2001,Word-list learning,,,9.3900,2.690,23,496,230,10.35000,3.390,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
297,Children,Verbal memory and learning,Verbal memory and learning,ES_medium,White et al 2001,2001,Word-list learning,,,9.8700,2.440,23,496,230,10.43000,2.940,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
298,Children,Verbal memory and learning ,Verbal memory and learning ,ES_medium,Gassio et al 2005,2005,Word-list learning,,,49.0000,10.000,26,489,181,53.00000,9.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
299,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Aitkenhead et al 2021,2021,Digit span-forward,,,-0.3300,1.000,153,908,,0.00000,1.000,76,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
300,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Luna at al 2023,2023,Digit span-forward,,,7.6000,2.370,20,586,420,10.30000,2.640,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
301,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Palermo et al 2017/2018,2017,Digit span-forward,,,6.1000,1.000,37,720,,6.50000,0.900,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
302,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Pilotto et al 2021,2021,Digit span-forward,,,14.0000,3.200,19,890,,19.00000,2.360,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
303,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Romani et al 2020,2020,Digit span-forward,,,5.9000,0.900,19,1042,,5.90000,1.100,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
304,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Anderson et al 2002/2007,2008,Digit span-forward,,,5.3200,1.149,33,,,5.56000,1.166,34,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
305,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Bisiacchi et al 2018,2018,Digit span-forward,,,5.4000,0.500,11,743,84,5.90000,0.800,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
306,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Griffiths 1998,1998,Digit span-forward,,,18.4500,4.700,11,388,127,20.91000,4.640,11,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
307,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Luna at al 2023,2023,Digit span–backwards,,,7.8500,2.350,20,586,420,9.15000,1.950,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
308,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Aitkenhead et al 2021,2021,Digit span–backwards,,,-0.4700,0.830,153,908,,0.00000,1.000,76,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
309,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Anderson et al 2002/2007,2008,Digit span–backwards,,,3.2700,1.149,33,,,3.88000,1.166,34,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
310,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Bisiacchi et al 2018,2018,Digit span–backwards,,,3.5000,0.500,11,743,84,4.30000,0.800,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
311,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Christ et al 2023,2023,List sorting,,,45.0000,10.300,40,589,444,53.00000,7.800,32,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
312,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Abgottspon et al 2022,2022,N-back task,accuracy,accuracy,81.4000,6.300,20,702,,87.40000,7.900,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
313,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Abgottspon et al 2022,2022,N-back task,speed,speed,816.0000,306.500,20,702,,771.60000,282.400,40,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
314,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Channon et al 2005,2005,N-back task,,,95.1800,3.460,25,759,,94.60000,3.700,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
315,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Channon et al 2007 off diet,2007,N-back task,accuracy,accuracy,92.4300,4.990,25,1286,,93.88000,4.860,45,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
316,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Channon et al 2007 off diet,2007,N-back task,speed,speed,0.8400,0.680,25,1286,,0.63000,0.260,45,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
317,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Muri et al 2022,2023,N-back task,,,94.5000,7.000,30,741,IQR=358,98.00000,3.000,54,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.
318,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Muri et al 2022,2023,N-back task,,,-2.4000,7.000,30,741,IQR=358,0.80000,3.200,54,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.
319,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Griffiths 1998,1998,N-back task,accuracy,accuracy,64.5500,7.540,11,388,127,63.20000,16.900,11,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
320,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Griffiths 1998,1998,N-back task,speed,speed,509.0000,72.000,11,388,127,481.00000,14.000,11,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
321,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Griffiths 1998,1998,N-back task,accuracy,accuracy,72.1800,7.170,11,388,127,69.70000,10.500,11,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
322,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Griffiths 1998,1998,N-back task,speed,speed,499.0000,81.000,11,388,127,462.00000,92.000,11,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
323,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Palermo et al 2017/2018,2017,Nonword repetition ,,,48.2000,12.500,37,720,,39.30000,10.400,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
324,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Weglage et al 1995,1995,stardized From WISC-R,,,10.2000,2.200,20,583,377,11.00000,2.800,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
325,Children,Verbal STM/WM,Verbal STM/WM,ES_medium,Trimarco et al 2020,2020,WM index ,,,94.0000,14.250,15,289,83,103.00000,12.750,14,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
326,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,Moyle et al 2007,2007,WMS-III Auditory Immediate Memory,,,106.0000,5.400,12,-,,105.00000,5.200,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
327,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Appreciation of Humour,accuracy,accuracy,2.0000,1.300,22,751,,2.20000,1.600,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
328,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Appreciation of Humour,speed,speed,91.6000,44.000,22,751,,76.90000,23.000,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
329,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Conflicting Prosody,,,1.1000,1.200,22,751,,1.40000,1.900,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
330,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Conflicting Prosody,,,0.6000,1.100,22,751,,0.30000,0.500,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
331,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Inferred meaning-N err,accuracy,accuracy,1.3000,1.200,22,751,,1.20000,1.200,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
332,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Inferred meaning-Time ,speed,speed,157.9000,54.600,22,751,,119.20000,40.000,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
